D,epoch,loss,loss_data,loss_pde,r,step
0.13358856737613678,1,0.11823698878288269,0.11224706470966339,0.005989922676235437,0.979546070098877,49
0.2054508924484253,3,0.057157017290592194,0.050850555300712585,0.006306460592895746,0.9617413282394409,99
0.2056684046983719,4,0.02111087366938591,0.016554094851017,0.004556778818368912,0.9406494498252869,149
0.13277475535869598,6,0.010819120332598686,0.00882948562502861,0.0019896349404007196,0.9277955293655396,199
0.07249635457992554,7,0.009878519922494888,0.009025398641824722,0.0008531208732165396,0.9213925004005432,249
0.03732994943857193,9,0.004494969733059406,0.004257946740835905,0.00023702307953499258,0.9181599617004395,299
0.025269819423556328,10,0.0031534568406641483,0.002969878725707531,0.00018357823137193918,0.9165199398994446,349
0.021621981635689735,12,0.002070582238957286,0.001745198154821992,0.00032538402592763305,0.9162597060203552,399
0.023431358858942986,14,0.0016092058504000306,0.0012695156037807465,0.0003396902175154537,0.9165955781936646,449
0.027615441009402275,15,0.0009107169462367892,0.0008426717249676585,6.804519216530025e-05,0.9171379804611206,499
0.03343309089541435,17,0.0007673943182453513,0.0006576415034942329,0.00010975282202707604,0.9181308150291443,549
0.03874080628156662,18,0.0011046273866668344,0.001039647264406085,6.49801004328765e-05,0.9191706776618958,599
0.04158860072493553,20,0.0008440210367552936,0.0006617569597437978,0.0001822640624595806,0.9202889204025269,649
0.04467237740755081,21,0.0009799214312806726,0.0008010835153982043,0.00017883787222672254,0.9212934374809265,699
0.04914809763431549,23,0.0009832567302510142,0.000735870620701462,0.0002473861095495522,0.9220126271247864,749
0.05008196830749512,24,0.0008216797141358256,0.0006521837203763425,0.00016949597920756787,0.9228894710540771,799
0.05304702743887901,26,0.0007052654400467873,0.0006232670857571065,8.199833973776549e-05,0.9236060380935669,849
0.055097293108701706,28,0.000571342883631587,0.0004640186671167612,0.00010732423834269866,0.9247266054153442,899
0.05759124830365181,29,0.0006199802737683058,0.0005436512874439359,7.632901542820036e-05,0.9258726239204407,949
