epoch,step,train/loss_epoch,train/loss_step,val/error_h,val/error_u,val/error_v,val/loss,val/loss_best
30,30,,,0.7730560302734375,0.9584136605262756,1.0449384450912476,1.2653038501739502,1.1315419673919678
30,30,0.44828060269355774,,,,,,
31,31,,,0.7687938809394836,0.9525132179260254,1.035790205001831,1.2486785650253296,1.1315419673919678
31,31,0.4470963180065155,,,,,,
32,32,,,0.7641941905021667,0.9425230026245117,1.0291448831558228,1.229471206665039,1.1315419673919678
32,32,0.45390620827674866,,,,,,
33,33,,,0.7602227330207825,0.9312624931335449,1.0250427722930908,1.2115864753723145,1.1315419673919678
33,33,0.46212539076805115,,,,,,
34,34,,,0.7574207782745361,0.9214730858802795,1.0230098962783813,1.1979069709777832,1.1315419673919678
34,34,0.46719664335250854,,,,,,
35,35,,,0.7558771967887878,0.9150256514549255,1.0225119590759277,1.189842700958252,1.1315419673919678
35,35,0.46751323342323303,,,,,,
36,36,,,0.7555578947067261,0.9129873514175415,1.0231249332427979,1.1879838705062866,1.1315419673919678
36,36,0.463489830493927,,,,,,
37,37,,,0.7565906047821045,0.9159116148948669,1.0245059728622437,1.1927481889724731,1.1315419673919678
37,37,0.4567132294178009,,,,,,
38,38,,,0.759175717830658,0.9236604571342468,1.0262854099273682,1.2040746212005615,1.1315419673919678
38,38,0.44957399368286133,,,,,,
39,39,,,0.7630695700645447,0.9346643686294556,1.0279712677001953,1.220031499862671,1.1315419673919678
39,39,0.444889634847641,,,,,,
40,40,,,0.7670575976371765,0.9454414248466492,1.028956651687622,1.2356005907058716,1.1315419673919678
40,40,0.4446582794189453,,,,,,
41,41,,,0.7692824602127075,0.9517339468002319,1.028701663017273,1.2441115379333496,1.1315419673919678
41,41,0.44786399602890015,,,,,,
42,42,,,0.7686465978622437,0.9512956738471985,1.027032732963562,1.2418758869171143,1.1315419673919678
42,42,0.4500947892665863,,,,,,
43,43,,,0.7658138275146484,0.9456822872161865,1.024294376373291,1.2314039468765259,1.1315419673919678
43,43,0.44789326190948486,,,,,,
44,44,,,0.7624928951263428,0.9389142990112305,1.021161437034607,1.219062328338623,1.1315419673919678
44,44,0.44279420375823975,,,,,,
45,45,,,0.7600727677345276,0.9347410202026367,1.0182799100875854,1.210447907447815,1.1315419673919678
45,45,0.4385209381580353,,,,,,
46,46,,,0.7591302990913391,0.9351219534873962,1.0160363912582397,1.208275318145752,1.1315419673919678
46,46,0.4365847706794739,,,,,,
47,47,,,0.7596865892410278,0.9401005506515503,1.0145426988601685,1.2126744985580444,1.1315419673919678
47,47,0.4363425672054291,,,,,,
48,48,,,0.7613933682441711,0.9480372667312622,1.0137499570846558,1.2217152118682861,1.1315419673919678
48,48,0.43705853819847107,,,,,,
49,49,,0.4384942352771759,,,,,
49,49,,,0.7634799480438232,0.9559724926948547,1.0135875940322876,1.2316726446151733,1.1315419673919678
49,49,0.4384942352771759,,,,,,
50,50,,,0.7649185657501221,0.960677444934845,1.014053225517273,1.2382007837295532,1.1315419673919678
50,50,0.43999525904655457,,,,,,
51,51,,,0.7650487422943115,0.9603875279426575,1.0152097940444946,1.2387937307357788,1.1315419673919678
51,51,0.4401226043701172,,,,,,
52,52,,,0.764079749584198,0.9558933973312378,1.0171020030975342,1.2344907522201538,1.1315419673919678
52,52,0.43813616037368774,,,,,,
53,53,,,0.7628418207168579,0.949857771396637,1.0196553468704224,1.2288345098495483,1.1315419673919678
53,53,0.435285359621048,,,,,,
54,54,,,0.7621227502822876,0.9450846314430237,1.0226367712020874,1.2253034114837646,1.1315419673919678
54,54,0.4334629476070404,,,,,,
55,55,,,0.7622863054275513,0.9432269334793091,1.0256983041763306,1.2256572246551514,1.1315419673919678
55,55,0.4331553876399994,,,,,,
56,56,,,0.7632668614387512,0.944428026676178,1.0284734964370728,1.2297070026397705,1.1315419673919678
56,56,0.43345966935157776,,,,,,
57,57,,,0.7646539807319641,0.9475205540657043,1.030684232711792,1.2356895208358765,1.1315419673919678
57,57,0.4334535300731659,,,,,,
58,58,,,0.7657990455627441,0.950551450252533,1.0322211980819702,1.240911602973938,1.1315419673919678
58,58,0.4329366981983185,,,,,,
59,59,,,0.7660879492759705,0.9516720771789551,1.0331699848175049,1.2429187297821045,1.1315419673919678
59,59,0.4320950508117676,,,,,,
60,60,,,0.7653217911720276,0.9501213431358337,1.0337629318237305,1.240884780883789,1.1315419673919678
60,60,0.43106934428215027,,,,,,
61,61,,,0.7638580799102783,0.9465942978858948,1.0342755317687988,1.2360891103744507,1.1315419673919678
61,61,0.43010661005973816,,,,,,
62,62,,,0.7623481750488281,0.9426883459091187,1.034925937652588,1.2309842109680176,1.1315419673919678
62,62,0.42964500188827515,,,,,,
63,63,,,0.7613558769226074,0.9399670362472534,1.035835862159729,1.2277978658676147,1.1315419673919678
63,63,0.4298259913921356,,,,,,
64,64,,,0.7611691951751709,0.9393224716186523,1.0370402336120605,1.2277240753173828,1.1315419673919678
64,64,0.43019405007362366,,,,,,
65,65,,,0.7617946863174438,0.9407895803451538,1.0385105609893799,1.2307814359664917,1.1315419673919678
65,65,0.4301317036151886,,,,,,
66,66,,,0.762984573841095,0.9436256289482117,1.0401530265808105,1.235923409461975,1.1315419673919678
66,66,0.4294665455818176,,,,,,
67,67,,,0.7642781138420105,0.9465801119804382,1.0417938232421875,1.2413145303726196,1.1315419673919678
67,67,0.4285552203655243,,,,,,
68,68,,,0.765153706073761,0.948417603969574,1.0431866645812988,1.244996190071106,1.1315419673919678
68,68,0.4278375208377838,,,,,,
69,69,,,0.7652978897094727,0.9485580921173096,1.044073462486267,1.2458654642105103,1.1315419673919678
69,69,0.42742493748664856,,,,,,
70,70,,,0.7647876143455505,0.9474066495895386,1.0442754030227661,1.2442831993103027,1.1315419673919678
70,70,0.42716553807258606,,,,,,
71,71,,,0.7640061378479004,0.946067214012146,1.0437660217285156,1.2417445182800293,1.1315419673919678
71,71,0.4269285500049591,,,,,,
72,72,,,0.7633809447288513,0.9456540942192078,1.0426806211471558,1.2399065494537354,1.1315419673919678
72,72,0.426642507314682,,,,,,
73,73,,,0.7631608247756958,0.9466911554336548,1.0412702560424805,1.2397236824035645,1.1315419673919678
73,73,0.42622455954551697,,,,,,
74,74,,,0.7633278369903564,0.9488725662231445,1.0398343801498413,1.2410788536071777,1.1315419673919678
74,74,0.42568522691726685,,,,,,
75,75,,,0.7636310458183289,0.9512207508087158,1.0386524200439453,1.2429238557815552,1.1315419673919678
75,75,0.42520126700401306,,,,,,
76,76,,,0.7637318968772888,0.9525941014289856,1.0379292964935303,1.2438926696777344,1.1315419673919678
76,76,0.4249187111854553,,,,,,
77,77,,,0.7634267210960388,0.9523406028747559,1.0377583503723145,1.2431721687316895,1.1315419673919678
77,77,0.4247410297393799,,,,,,
78,78,,,0.7627907395362854,0.9506849646568298,1.038109540939331,1.241049885749817,1.1315419673919678
78,78,0.42445534467697144,,,,,,
79,79,,,0.7621155381202698,0.9485487937927246,1.0388476848602295,1.238673210144043,1.1315419673919678
79,79,0.42401123046875,,,,,,
80,80,,,0.7617020010948181,0.9469612240791321,1.0397741794586182,1.2372559309005737,1.1315419673919678
80,80,0.42352378368377686,,,,,,
81,81,,,0.761681079864502,0.9464988708496094,1.0406745672225952,1.237362265586853,1.1315419673919678
81,81,0.42307862639427185,,,,,,
82,82,,,0.7619529962539673,0.9470462799072266,1.0413649082183838,1.2386443614959717,1.1315419673919678
82,82,0.4226813316345215,,,,,,
83,83,,,0.7622411251068115,0.9479296207427979,1.041729211807251,1.2400575876235962,1.1315419673919678
83,83,0.4223281443119049,,,,,,
84,84,,,0.7622417211532593,0.9483386278152466,1.0417431592941284,1.240452527999878,1.1315419673919678
84,84,0.42200419306755066,,,,,,
85,85,,,0.7618092894554138,0.9478254914283752,1.04147469997406,1.2392724752426147,1.1315419673919678
85,85,0.42164766788482666,,,,,,
86,86,,,0.7610481381416321,0.9465632438659668,1.041056752204895,1.236892819404602,1.1315419673919678
86,86,0.42121997475624084,,,,,,
87,87,,,0.7602347731590271,0.9451823234558105,1.040643572807312,1.2343437671661377,1.1315419673919678
87,87,0.4207775890827179,,,,,,
88,88,,,0.7596445679664612,0.9443426132202148,1.0403729677200317,1.2326667308807373,1.1315419673919678
88,88,0.42039477825164795,,,,,,
89,89,,,0.7594147324562073,0.9443572163581848,1.040344476699829,1.2323832511901855,1.1315419673919678
89,89,0.4200581908226013,,,,,,
90,90,,,0.7595040202140808,0.9450628161430359,1.0406105518341064,1.233322262763977,1.1315419673919678
90,90,0.4197010397911072,,,,,,
91,91,,,0.7597353458404541,0.9459519982337952,1.041168451309204,1.2347910404205322,1.1315419673919678
91,91,0.4192934036254883,,,,,,
92,92,,,0.7598980665206909,0.9464842677116394,1.0419530868530273,1.2359845638275146,1.1315419673919678
92,92,0.41885313391685486,,,,,,
93,93,,,0.759865403175354,0.9464079737663269,1.0428446531295776,1.2364355325698853,1.1315419673919678
93,93,0.41840440034866333,,,,,,
94,94,,,0.7596545815467834,0.9458948373794556,1.0436947345733643,1.2362335920333862,1.1315419673919678
94,94,0.4179646372795105,,,,,,
95,95,,,0.7593897581100464,0.9453949332237244,1.0443711280822754,1.2358694076538086,1.1315419673919678
95,95,0.4175485670566559,,,,,,
96,96,,,0.7591996788978577,0.9453234076499939,1.0448002815246582,1.2358427047729492,1.1315419673919678
96,96,0.4171459376811981,,,,,,
97,97,,,0.7591304779052734,0.945796549320221,1.0449891090393066,1.2363227605819702,1.1315419673919678
97,97,0.4167223274707794,,,,,,
98,98,,,0.7591202259063721,0.94656902551651,1.0450189113616943,1.2370561361312866,1.1315419673919678
98,98,0.41626423597335815,,,,,,
99,99,,0.41579729318618774,,,,,
99,99,,,0.7590470910072327,0.9471951723098755,1.0450143814086914,1.2375538349151611,1.1315419673919678
99,99,0.41579729318618774,,,,,,
100,100,,,0.7588181495666504,0.9473143815994263,1.0451000928878784,1.2374424934387207,1.1315419673919678
100,100,0.41534537076950073,,,,,,
101,101,,,0.7584420442581177,0.9468766450881958,1.0453619956970215,1.2367396354675293,1.1315419673919678
101,101,0.41489988565444946,,,,,,
102,102,,,0.7580263018608093,0.9461519122123718,1.045829176902771,1.2358487844467163,1.1315419673919678
102,102,0.4144422113895416,,,,,,
103,103,,,0.7577025294303894,0.945525586605072,1.0464742183685303,1.2352758646011353,1.1315419673919678
103,103,0.41396602988243103,,,,,,
104,104,,,0.7575374841690063,0.9452415704727173,1.0472302436828613,1.2352879047393799,1.1315419673919678
104,104,0.413473904132843,,,,,,
105,105,,,0.7574900984764099,0.9452623724937439,1.0480116605758667,1.2357456684112549,1.1315419673919678
105,105,0.412971168756485,,,,,,
106,106,,,0.7574376463890076,0.9453269243240356,1.0487325191497803,1.2362004518508911,1.1315419673919678
106,106,0.41246849298477173,,,,,,
107,107,,,0.7572547793388367,0.9451532959938049,1.0493247509002686,1.236191749572754,1.1315419673919678
107,107,0.41196882724761963,,,,,,
108,108,,,0.7568950653076172,0.9446473121643066,1.0497506856918335,1.235551357269287,1.1315419673919678
108,108,0.411460816860199,,,,,,
109,109,,,0.7564184069633484,0.9439670443534851,1.050010085105896,1.234500527381897,1.1315419673919678
109,109,0.4109348654747009,,,,,,
110,110,,,0.7559425830841064,0.9433990716934204,1.0501376390457153,1.2334729433059692,1.1315419673919678
110,110,0.41039690375328064,,,,,,
111,111,,,0.7555625438690186,0.943152904510498,1.0501904487609863,1.2328161001205444,1.1315419673919678
111,111,0.40985506772994995,,,,,,
112,112,,,0.7552959322929382,0.9432237148284912,1.0502325296401978,1.2325870990753174,1.1315419673919678
112,112,0.40930697321891785,,,,,,
113,113,,,0.755082905292511,0.9434086680412292,1.0503159761428833,1.2325562238693237,1.1315419673919678
113,113,0.4087477922439575,,,,,,
114,114,,,0.7548366785049438,0.9434534311294556,1.0504673719406128,1.2323970794677734,1.1315419673919678
114,114,0.4081764221191406,,,,,,
115,115,,,0.7545047402381897,0.9432259202003479,1.0506808757781982,1.2319185733795166,1.1315419673919678
115,115,0.4075931906700134,,,,,,
116,116,,,0.7541000843048096,0.9427918195724487,1.05092453956604,1.2311782836914062,1.1315419673919678
116,116,0.4069991111755371,,,,,,
117,117,,,0.7536802291870117,0.9423447847366333,1.051155924797058,1.2304003238677979,1.1315419673919678
117,117,0.4063967168331146,,,,,,
118,118,,,0.7532962560653687,0.9420523047447205,1.05134117603302,1.2297812700271606,1.1315419673919678
118,118,0.4057855010032654,,,,,,
119,119,,,0.7529531717300415,0.941937267780304,1.0514687299728394,1.2293412685394287,1.1315419673919678
119,119,0.4051620662212372,,,,,,
120,120,,,0.7526096105575562,0.9418770670890808,1.051551103591919,1.2289236783981323,1.1315419673919678
120,120,0.40452590584754944,,,,,,
121,121,,,0.752214252948761,0.9417082667350769,1.0516167879104614,1.228331446647644,1.1315419673919678
121,121,0.4038798213005066,,,,,,
122,122,,,0.7517485618591309,0.9413546919822693,1.051696538925171,1.2274909019470215,1.1315419673919678
122,122,0.4032236337661743,,,,,,
123,123,,,0.7512418627738953,0.9408787488937378,1.0518112182617188,1.2265093326568604,1.1315419673919678
123,123,0.4025539457798004,,,,,,
124,124,,,0.7507479190826416,0.9404203295707703,1.0519684553146362,1.225587248802185,1.1315419673919678
124,124,0.4018702805042267,,,,,,
125,125,,,0.7503016591072083,0.9400790333747864,1.0521647930145264,1.2248574495315552,1.1315419673919678
125,125,0.4011743664741516,,,,,,
126,126,,,0.7498924136161804,0.939835250377655,1.0523912906646729,1.2242827415466309,1.1315419673919678
126,126,0.40046653151512146,,,,,,
127,127,,,0.7494723796844482,0.9395694732666016,1.0526385307312012,1.2236881256103516,1.1315419673919678
127,127,0.39974603056907654,,,,,,
128,128,,,0.7489931583404541,0.9391608834266663,1.0528969764709473,1.2228968143463135,1.1315419673919678
128,128,0.39901214838027954,,,,,,
129,129,,,0.7484432458877563,0.9385847449302673,1.0531582832336426,1.2218667268753052,1.1315419673919678
129,129,0.39826342463493347,,,,,,
130,130,,,0.7478544116020203,0.9379341006278992,1.05341374874115,1.2207179069519043,1.1315419673919678
130,130,0.39750048518180847,,,,,,
131,131,,,0.747276246547699,0.9373488426208496,1.053657054901123,1.2196359634399414,1.1315419673919678
131,131,0.3967247009277344,,,,,,
132,132,,,0.7467384338378906,0.936913251876831,1.0538841485977173,1.2187321186065674,1.1315419673919678
132,132,0.3959349989891052,,,,,,
133,133,,,0.7462309002876282,0.9366013407707214,1.054094910621643,1.2179700136184692,1.1315419673919678
133,133,0.39512941241264343,,,,,,
134,134,,,0.7457146048545837,0.9363061189651489,1.0542914867401123,1.2172044515609741,1.1315419673919678
134,134,0.39430731534957886,,,,,,
135,135,,,0.7451520562171936,0.9359238147735596,1.0544768571853638,1.2162959575653076,1.1315419673919678
135,135,0.393469899892807,,,,,,
136,136,,,0.7445336580276489,0.9354259967803955,1.0546538829803467,1.215208888053894,1.1315419673919678
136,136,0.39261698722839355,,,,,,
137,137,,,0.743880569934845,0.9348662495613098,1.054826021194458,1.2140207290649414,1.1315419673919678
137,137,0.3917476534843445,,,,,,
138,138,,,0.7432236671447754,0.9343221187591553,1.0549983978271484,1.212843894958496,1.1315419673919678
138,138,0.39086082577705383,,,,,,
139,139,,,0.7425774931907654,0.9338279962539673,1.0551778078079224,1.2117314338684082,1.1315419673919678
139,139,0.3899564743041992,,,,,,
140,140,,,0.7419319152832031,0.9333519339561462,1.0553693771362305,1.210645318031311,1.1315419673919678
140,140,0.3890344202518463,,,,,,
141,141,,,0.7412639260292053,0.9328320026397705,1.055573582649231,1.209500789642334,1.1315419673919678
141,141,0.3880941867828369,,,,,,
142,142,,,0.7405579090118408,0.9322335124015808,1.0557833909988403,1.2082431316375732,1.1315419673919678
142,142,0.38713476061820984,,,,,,
143,143,,,0.7398171424865723,0.9315767288208008,1.055986762046814,1.206887125968933,1.1315419673919678
143,143,0.38615548610687256,,,,,,
144,144,,,0.7390565872192383,0.9309128522872925,1.0561717748641968,1.205491065979004,1.1315419673919678
144,144,0.38515594601631165,,,,,,
145,145,,,0.7382866144180298,0.930275022983551,1.0563344955444336,1.2040948867797852,1.1315419673919678
145,145,0.3841358423233032,,,,,,
146,146,,,0.7375032901763916,0.9296479225158691,1.0564799308776855,1.202683448791504,1.1315419673919678
146,146,0.3830937445163727,,,,,,
147,147,,,0.7366931438446045,0.9289844036102295,1.0566209554672241,1.2012048959732056,1.1315419673919678
147,147,0.3820289969444275,,,,,,
148,148,,,0.7358468770980835,0.9282500147819519,1.0567704439163208,1.1996257305145264,1.1315419673919678
148,148,0.3809413015842438,,,,,,
149,149,,0.3798297345638275,,,,,
149,149,,,0.7349703311920166,0.9274555444717407,1.0569347143173218,1.1979665756225586,1.1315419673919678
149,149,0.3798297345638275,,,,,,
150,150,,,0.7340792417526245,0.9266484379768372,1.057111382484436,1.1962883472442627,1.1315419673919678
150,150,0.3786930739879608,,,,,,
151,151,,,0.7331851720809937,0.9258699417114258,1.0572912693023682,1.1946371793746948,1.1315419673919678
151,151,0.3775303363800049,,,,,,
152,152,,,0.7322843074798584,0.9251197576522827,1.057464599609375,1.1930017471313477,1.1315419673919678
152,152,0.37634068727493286,,,,,,
153,153,,,0.7313595414161682,0.9243572950363159,1.0576251745224,1.1913206577301025,1.1315419673919678
153,153,0.37512296438217163,,,,,,
154,154,,,0.7303944826126099,0.9235390424728394,1.0577725172042847,1.1895349025726318,1.1315419673919678
154,154,0.37387600541114807,,,,,,
155,155,,,0.7293872833251953,0.9226570129394531,1.0579107999801636,1.1876375675201416,1.1315419673919678
155,155,0.37259820103645325,,,,,,
156,156,,,0.7283509373664856,0.9217440485954285,1.0580449104309082,1.1856780052185059,1.1315419673919678
156,156,0.37128859758377075,,,,,,
157,157,,,0.727302074432373,0.9208427667617798,1.058180332183838,1.1837174892425537,1.1315419673919678
157,157,0.36994558572769165,,,,,,
158,158,,,0.7262459993362427,0.919965922832489,1.0583202838897705,1.181776762008667,1.1315419673919678
158,158,0.3685675859451294,,,,,,
159,159,,,0.7251729369163513,0.9190847873687744,1.0584673881530762,1.1798195838928223,1.1315419673919678
159,159,0.3671530783176422,,,,,,
160,160,,,0.7240667343139648,0.9181530475616455,1.05862295627594,1.1777856349945068,1.1315419673919678
160,160,0.3657003343105316,,,,,,
161,161,,,0.7229179739952087,0.9171456694602966,1.058786392211914,1.1756417751312256,1.1315419673919678
161,161,0.3642074763774872,,,,,,
162,162,,,0.7217310070991516,0.9160781502723694,1.0589566230773926,1.1734060049057007,1.1315419673919678
162,162,0.3626725673675537,,,,,,
163,163,,,0.7205178141593933,0.9149904251098633,1.0591304302215576,1.1711275577545166,1.1315419673919678
163,163,0.36109355092048645,,,,,,
164,164,,,0.7192870378494263,0.9139123558998108,1.0593050718307495,1.16884183883667,1.1315419673919678
164,164,0.35946834087371826,,,,,,
165,165,,,0.7180358171463013,0.9128411412239075,1.0594775676727295,1.1665408611297607,1.1315419673919678
165,165,0.3577948212623596,,,,,,
166,166,,,0.7167530059814453,0.9117476940155029,1.0596458911895752,1.1641845703125,1.1315419673919678
166,166,0.3560703694820404,,,,,,
167,167,,,0.7154279351234436,0.9106036424636841,1.0598088502883911,1.1617343425750732,1.1315419673919678
167,167,0.3542931377887726,,,,,,
168,168,,,0.7140586376190186,0.909403383731842,1.0599666833877563,1.1591839790344238,1.1315419673919678
168,168,0.35246026515960693,,,,,,
169,169,,,0.7126508951187134,0.9081657528877258,1.0601214170455933,1.1565581560134888,1.1315419673919678
169,169,0.3505694270133972,,,,,,
170,170,,,0.7112118005752563,0.9069139361381531,1.060275673866272,1.153888463973999,1.1315419673919678
170,170,0.3486180603504181,,,,,,
171,171,,,0.7097434997558594,0.9056575894355774,1.0604315996170044,1.1511874198913574,1.1315419673919678
171,171,0.34660378098487854,,,,,,
172,172,,,0.7082415819168091,0.9043886065483093,1.0605891942977905,1.1484429836273193,1.1315419673919678
172,172,0.3445240259170532,,,,,,
173,173,,,0.7066991329193115,0.9030917882919312,1.060745120048523,1.1456319093704224,1.1315419673919678
173,173,0.34237638115882874,,,,,,
174,174,,,0.7051110863685608,0.9017569422721863,1.0608950853347778,1.1427369117736816,1.1315419673919678
174,174,0.3401586711406708,,,,,,
175,175,,,0.7034760117530823,0.9003847241401672,1.0610358715057373,1.1397554874420166,1.1315419673919678
175,175,0.3378686010837555,,,,,,
176,176,,,0.7017949819564819,0.8989819288253784,1.0611677169799805,1.1366955041885376,1.1315419673919678
176,176,0.335504412651062,,,,,,
177,177,,,0.7000695466995239,0.8975554704666138,1.0612932443618774,1.133567214012146,1.1315419673919678
177,177,0.33306416869163513,,,,,,
178,178,,,0.6983000636100769,0.8961091041564941,1.0614171028137207,1.1303776502609253,1.1303776502609253
178,178,0.33054664731025696,,,,,,
179,179,,,0.6964863538742065,0.8946429491043091,1.0615416765213013,1.1271286010742188,1.1271286010742188
179,179,0.3279506266117096,,,,,,
180,180,,,0.69462651014328,0.8931534290313721,1.061667799949646,1.1238162517547607,1.1238162517547607
180,180,0.32527557015419006,,,,,,
181,181,,,0.6927183270454407,0.8916347622871399,1.0617953538894653,1.120432734489441,1.120432734489441
181,181,0.3225211501121521,,,,,,
182,182,,,0.6907593607902527,0.8900822997093201,1.0619240999221802,1.1169723272323608,1.1169723272323608
182,182,0.31968748569488525,,,,,,
183,183,,,0.6887489557266235,0.8884984850883484,1.062053918838501,1.1134368181228638,1.1134368181228638
183,183,0.316775381565094,,,,,,
184,184,,,0.6866883039474487,0.8868923783302307,1.0621843338012695,1.1098356246948242,1.1098356246948242
184,184,0.31378597021102905,,,,,,
185,185,,,0.6845790147781372,0.8852741718292236,1.0623148679733276,1.106180191040039,1.106180191040039
185,185,0.31072086095809937,,,,,,
186,186,,,0.6824208498001099,0.8836459517478943,1.0624459981918335,1.1024725437164307,1.1024725437164307
186,186,0.3075823187828064,,,,,,
187,187,,,0.6802113056182861,0.8820000886917114,1.0625791549682617,1.0987049341201782,1.0987049341201782
187,187,0.30437275767326355,,,,,,
188,188,,,0.6779471039772034,0.8803260922431946,1.0627175569534302,1.0948673486709595,1.0948673486709595
188,188,0.30109551548957825,,,,,,
189,189,,,0.6756276488304138,0.8786224722862244,1.0628641843795776,1.0909605026245117,1.0909605026245117
189,189,0.29775407910346985,,,,,,
190,190,,,0.6732555627822876,0.8768989443778992,1.0630205869674683,1.0869970321655273,1.0869970321655273
190,190,0.29435238242149353,,,,,,
191,191,,,0.6708332896232605,0.8751668334007263,1.0631883144378662,1.0829918384552002,1.0829918384552002
191,191,0.29089492559432983,,,,,,
192,192,,,0.6683610081672668,0.87342768907547,1.063369631767273,1.0789482593536377,1.0789482593536377
192,192,0.2873866558074951,,,,,,
193,193,,,0.6658362150192261,0.8716722130775452,1.0635677576065063,1.0748580694198608,1.0748580694198608
193,193,0.283832848072052,,,,,,
194,194,,,0.6632565259933472,0.8698909878730774,1.0637855529785156,1.0707132816314697,1.0707132816314697
194,194,0.2802392244338989,,,,,,
195,195,,,0.660622239112854,0.868084728717804,1.0640242099761963,1.066516399383545,1.066516399383545
195,195,0.27661189436912537,,,,,,
196,196,,,0.6579362154006958,0.8662645220756531,1.0642839670181274,1.0622811317443848,1.0622811317443848
196,196,0.27295756340026855,,,,,,
197,197,,,0.6552016735076904,0.8644401431083679,1.0645661354064941,1.058020830154419,1.058020830154419
197,197,0.2692830562591553,,,,,,
198,198,,,0.6524196863174438,0.8626121282577515,1.0648740530014038,1.0537396669387817,1.0537396669387817
198,198,0.2655956745147705,,,,,,
199,199,,0.26190316677093506,,,,,
