D,epoch,loss,loss_data,loss_pde,r,step
0.1156928762793541,1,0.10029219835996628,0.09425541758537292,0.006036777514964342,0.9802324175834656,49
0.18224109709262848,3,0.054750971496105194,0.04912227764725685,0.005628691986203194,0.9648698568344116,99
0.1861821711063385,4,0.022917747497558594,0.01740315742790699,0.005514589603990316,0.9467648863792419,149
0.11174196004867554,6,0.013019589707255363,0.00992575567215681,0.0030938342679291964,0.9331048727035522,199
0.051254674792289734,7,0.013089662417769432,0.011796543374657631,0.0012931193923577666,0.9236096739768982,249
0.007929050363600254,9,0.006283384747803211,0.0056200455874204636,0.0006633391021750867,0.9177635908126831,299
-0.009555011987686157,10,0.004035451449453831,0.003621730487793684,0.0004137208452448249,0.9143024682998657,349
-0.00803521927446127,12,0.003469206392765045,0.003134281374514103,0.00033492507645860314,0.9123572707176208,399
-0.002994848182424903,14,0.0013275514356791973,0.0011230608215555549,0.00020449062867555767,0.9114201664924622,449
0.003076394787058234,15,0.0013695190427824855,0.0011409777216613293,0.00022854127746541053,0.911042332649231,499
0.009505365043878555,17,0.0008731858106330037,0.000740283983759582,0.0001329018414253369,0.9111200571060181,549
0.016087563708424568,18,0.0012019893620163202,0.0010503751691430807,0.0001516141783213243,0.9114823937416077,599
0.020942283794283867,20,0.00070701923687011,0.0005427480209618807,0.0001642711868043989,0.9119994640350342,649
0.026179056614637375,21,0.0006558089517056942,0.0005657179281115532,9.009104542201385e-05,0.912838339805603,699
0.02990730106830597,23,0.0010819565504789352,0.0008653817931190133,0.00021657472825609148,0.9135463237762451,749
0.03361321613192558,24,0.0006294457125477493,0.0005474041681736708,8.204155892599374e-05,0.9142162799835205,799
0.03838859871029854,26,0.0010380472522228956,0.0009571500704623759,8.089719631243497e-05,0.9150450825691223,849
0.0402296781539917,28,0.000844768073875457,0.0006959812017157674,0.00014878685760777444,0.9161475300788879,899
0.04268036410212517,29,0.0009139783214777708,0.0008382140658795834,7.576426287414506e-05,0.9170768857002258,949
0.044525016099214554,31,0.000686703366227448,0.0006152370478957891,7.146631105570123e-05,0.9182721972465515,999
0.0470573753118515,32,0.0008565810276195407,0.0007690379279665649,8.754309237701818e-05,0.9195320010185242,1049
0.048185620456933975,34,0.0005039360839873552,0.0004195437068119645,8.439239172730595e-05,0.9208325147628784,1099
0.050888609141111374,35,0.0010229210602119565,0.0007971783052198589,0.0002257427404401824,0.9218853712081909,1149
0.05099846050143242,37,0.0004005487426184118,0.00034089561086148024,5.965312084299512e-05,0.9228628277778625,1199
0.05478909611701965,39,0.0004405698855407536,0.00035855977330356836,8.201012678910047e-05,0.9236806631088257,1249
0.055353254079818726,40,0.0006580048357136548,0.000592324766330421,6.56800766591914e-05,0.9247196316719055,1299
0.057292964309453964,42,0.0008723493083380163,0.0007512042648158967,0.00012114502169424668,0.92540043592453,1349
0.05851749703288078,43,0.0006581843481399119,0.0005989433266222477,5.9241032431600615e-05,0.9263795614242554,1399
0.0601455383002758,45,0.0009310594759881496,0.0007305836770683527,0.0002004758280236274,0.9273858666419983,1449
0.059125322848558426,46,0.0008483289275318384,0.0007477678591385484,0.0001005610465654172,0.9284977912902832,1499
0.058686867356300354,48,0.0005899291718378663,0.0005336985923349857,5.6230590416816995e-05,0.9295390248298645,1549
0.061996977776288986,49,0.000546337803825736,0.0003707439755089581,0.0001755937992129475,0.9306908249855042,1599
0.06324820220470428,51,0.0005112095968797803,0.0004566108691506088,5.4598713177256286e-05,0.9319677948951721,1649
0.06336620450019836,53,0.0007338584400713444,0.0006674921605736017,6.636628677370027e-05,0.9319623112678528,1699
0.06332432478666306,54,0.0012585980584844947,0.0008597176056355238,0.00039888048195280135,0.9329312443733215,1749
0.06534635275602341,56,0.0009055785485543311,0.0008204305777326226,8.514797809766605e-05,0.9339039921760559,1799
0.06726322323083878,57,0.000592283031437546,0.00054917176021263,4.311124939704314e-05,0.9350689649581909,1849
0.06654876470565796,59,0.0005109601188451052,0.0004764170153066516,3.4543132642284036e-05,0.9360226392745972,1899
0.06682516634464264,60,0.0008375928737223148,0.0006696443888358772,0.00016794849943835288,0.9367234706878662,1949
0.06869126856327057,62,0.0005292686983011663,0.0004734533140435815,5.581538425758481e-05,0.9373904466629028,1999
0.06844200938940048,64,0.001612141146324575,0.0014176932163536549,0.00019444791541900486,0.9381018280982971,2049
0.06950376182794571,65,0.0006225579418241978,0.0005530494963750243,6.950843817321584e-05,0.938262939453125,2099
0.07076755166053772,67,0.0005546010215766728,0.000441651267465204,0.00011294974683551118,0.9396284222602844,2149
0.07314152270555496,68,0.0006401775171980262,0.0005577922565862536,8.238526788773015e-05,0.9394928216934204,2199
0.07281035929918289,70,0.0004913875600323081,0.00038537522777915,0.00010601231770124286,0.9402424693107605,2249
0.07236641645431519,71,0.00045593190588988364,0.0004102610400877893,4.5670858526136726e-05,0.9409403204917908,2299
0.07285276055335999,73,0.0007144113187678158,0.000643781153485179,7.063016528263688e-05,0.9412933588027954,2349
0.072901651263237,74,0.0005014546331949532,0.00043782027205452323,6.363436114042997e-05,0.9422478675842285,2399
0.07487121969461441,76,0.0008578065317124128,0.0004953700117766857,0.00036243649083189666,0.9422330856323242,2449
0.07379093021154404,78,0.0005019487580284476,0.00042795101762749255,7.399771857308224e-05,0.9420241713523865,2499
0.07560747116804123,79,0.0005116811371408403,0.0004867230891250074,2.4958064386737533e-05,0.9417607188224792,2549
0.07575701177120209,81,0.00037003878969699144,0.00034587469417601824,2.416408278804738e-05,0.9423155784606934,2599
0.07478871941566467,82,0.0011180666042491794,0.000991123029962182,0.00012694353063125163,0.9424344897270203,2649
0.0757686197757721,84,0.0008306148229166865,0.0006884679314680398,0.00014214692055247724,0.9430009722709656,2699
0.07729359716176987,85,0.0017312695272266865,0.0013417755253612995,0.00038949394365772605,0.9430941343307495,2749
0.07820077985525131,87,0.000547858711797744,0.00046269496669992805,8.516375964973122e-05,0.941055178642273,2799
0.07660616934299469,89,0.0005485608708113432,0.00045541359577327967,9.314729686593637e-05,0.9404230117797852,2849
0.07685454934835434,90,0.0006740925600752234,0.0005561771104112267,0.00011791547149186954,0.9413666725158691,2899
0.07740681618452072,92,0.0003340965777169913,0.0002956846437882632,3.8411944842664525e-05,0.9420546293258667,2949
0.07655191421508789,93,0.0008652973338030279,0.0004658119869418442,0.00039948534686118364,0.9420893788337708,2999
0.07511340081691742,95,0.0014629256911575794,0.0008413373725488782,0.0006215883768163621,0.9408493041992188,3049
0.07676549255847931,96,0.0006758582312613726,0.0005732760182581842,0.00010258219845127314,0.939048707485199,3099
0.0767480656504631,98,0.0006291466997936368,0.0005870221648365259,4.212452768115327e-05,0.9405947923660278,3149
0.0774434432387352,99,0.0006651636795140803,0.0006019902066327631,6.317348015727475e-05,0.9419044852256775,3199
0.07914841920137405,101,0.0015530524542555213,0.0010801743483170867,0.00047287807683460414,0.940246045589447,3249
0.07980123162269592,103,0.0009265697444789112,0.0008111671777442098,0.00011540255218278617,0.9396051168441772,3299
0.07848269492387772,104,0.00044272502418607473,0.00041046319529414177,3.226184344384819e-05,0.9405953288078308,3349
0.07916944473981857,106,0.0006795022054575384,0.0006013686652295291,7.813351840013638e-05,0.9419256448745728,3399
0.07949359714984894,107,0.0006569971446879208,0.0005625282065011561,9.446891635889187e-05,0.9440057873725891,3449
0.08052422851324081,109,0.000670241191983223,0.000565279508009553,0.00010496165486983955,0.9457929134368896,3499
0.0798981562256813,110,0.0006227203994058073,0.0005019929958507419,0.0001207274035550654,0.9472249746322632,3549
0.08008342981338501,112,0.0017219464061781764,0.0015090375673025846,0.0002129088097717613,0.9451338648796082,3599
0.08042052388191223,114,0.0007477023755200207,0.0006177363684400916,0.00012996602163184434,0.9450558423995972,3649
0.08133711665868759,115,0.0009196849423460662,0.0007122537936083972,0.00020743116328958422,0.9471539258956909,3699
0.08006907999515533,117,0.0010993214091286063,0.0009611273999325931,0.00013819399464409798,0.9460247159004211,3749
0.08210531622171402,118,0.0005594706162810326,0.0005088754696771502,5.059517570771277e-05,0.947225034236908,3799
0.08181077241897583,120,0.0005578877171501517,0.0005353701999410987,2.2517526304000057e-05,0.9491165280342102,3849
0.08091571182012558,121,0.0004796209104824811,0.00044010626152157784,3.9514652598882094e-05,0.9505810737609863,3899
0.08170134574174881,123,0.0008776966715231538,0.0008093907963484526,6.830588245065883e-05,0.9517142176628113,3949
0.08337637037038803,124,0.00036163668846711516,0.0003085568896494806,5.3079795179655775e-05,0.9526625275611877,3999
0.08252468705177307,126,0.0011355975875630975,0.0007707934128120542,0.0003648042038548738,0.950331449508667,4049
0.08327925950288773,128,0.0006069783121347427,0.00046882510650902987,0.00013815323472954333,0.9500277638435364,4099
0.08473122864961624,129,0.0010743013117462397,0.000886608031578362,0.000187693236512132,0.9440393447875977,4149
0.08347439765930176,131,0.0004045563982799649,0.00038093276089057326,2.362365194130689e-05,0.9462867379188538,4199
0.08365985006093979,132,0.0006693057948723435,0.0005571965011768043,0.00011210932279936969,0.9442348480224609,4249
0.08412649482488632,134,0.0006860296707600355,0.0005310188280418515,0.00015501082816626877,0.9448673725128174,4299
0.08325297385454178,135,0.0006176756578497589,0.0005408352008089423,7.684044976485893e-05,0.9461641907691956,4349
0.08352147042751312,137,0.0006307446165010333,0.0005890640313737094,4.1680610593175516e-05,0.9485715627670288,4399
0.08309464156627655,139,0.0009025644394569099,0.0008367918781004846,6.57725686323829e-05,0.950616717338562,4449
0.08413947373628616,140,0.0004093047755304724,0.000382250698748976,2.7054067686549388e-05,0.952610969543457,4499
0.08382804691791534,142,0.000579690735321492,0.0004961798549629748,8.351085853064433e-05,0.9547035098075867,4549
0.08442491292953491,143,0.0006805165321566164,0.0005927383899688721,8.777815673965961e-05,0.9527549147605896,4599
0.08468353003263474,145,0.0008512972854077816,0.000737261027097702,0.00011403628013795242,0.9532701969146729,4649
0.08656347543001175,146,0.0005288443062454462,0.0005082398420199752,2.060448423435446e-05,0.9541835784912109,4699
0.08541753143072128,148,0.0004825135401915759,0.0004445529484655708,3.7960580812068656e-05,0.9556763768196106,4749
0.08675618469715118,149,0.0005429690354503691,0.0005128412740305066,3.012778324773535e-05,0.9557281136512756,4799
0.08539970219135284,151,0.0007247641915455461,0.0006134981522336602,0.00011126601748401299,0.9533771276473999,4849
