epoch,step,train/loss_epoch,train/loss_step,val/error_h,val/error_u,val/error_v,val/loss,val/loss_best
0,0,,,0.8544137477874756,0.9849334955215454,1.276871919631958,1.5598688125610352,1.5598688125610352
0,0,0.5101830363273621,,,,,,
1,1,,,0.7766997218132019,0.8537497520446777,0.9743986129760742,1.1323968172073364,1.1323968172073364
1,1,1.4333393573760986,,,,,,
2,2,,,0.8272563219070435,0.8846980333328247,1.169384241104126,1.3505587577819824,1.1323968172073364
2,2,0.4693959355354309,,,,,,
3,3,,,0.7687528729438782,0.9128768444061279,1.4951967000961304,1.5638738870620728,1.1323968172073364
3,3,0.6354276537895203,,,,,,
4,4,,,0.7655990123748779,0.964713990688324,1.519370436668396,1.6304553747177124,1.1323968172073364
4,4,0.9668956995010376,,,,,,
5,5,,,0.793157696723938,1.0170310735702515,1.3435379266738892,1.5639715194702148,1.1323968172073364
5,5,1.0317671298980713,,,,,,
6,6,,,0.858562171459198,1.0252914428710938,1.1514848470687866,1.5137112140655518,1.1323968172073364
6,6,0.8704649209976196,,,,,,
7,7,,,0.9172835946083069,0.9767423272132874,1.0312832593917847,1.4693727493286133,1.1323968172073364
7,7,0.7108834981918335,,,,,,
8,8,,,0.8793272972106934,0.9051583409309387,0.9805025458335876,1.3169175386428833,1.1323968172073364
8,8,0.5925145149230957,,,,,,
9,9,,,0.7993034720420837,0.8672972917556763,0.9653009176254272,1.1671431064605713,1.1323968172073364
9,9,0.5137085914611816,,,,,,
10,10,,,0.7630693912506104,0.8927915692329407,0.9614560604095459,1.1419259309768677,1.1323968172073364
10,10,0.4914384186267853,,,,,,
11,11,,,0.7608271837234497,0.9301377534866333,0.9587512612342834,1.1714686155319214,1.1323968172073364
11,11,0.5532456636428833,,,,,,
12,12,,,0.7582374215126038,0.9165200591087341,0.9594244360923767,1.1562095880508423,1.1323968172073364
12,12,0.6341269016265869,,,,,,
13,13,,,0.7558214664459229,0.8793578147888184,0.9665089845657349,1.124232292175293,1.124232292175293
13,13,0.5975092649459839,,,,,,
14,14,,,0.7615020871162415,0.8580366969108582,0.9709464311599731,1.1153122186660767,1.1153122186660767
14,14,0.5217328071594238,,,,,,
15,15,,,0.7718198299407959,0.8534156680107117,0.9673759341239929,1.1219401359558105,1.1153122186660767
15,15,0.4805665910243988,,,,,,
16,16,,,0.7792209386825562,0.8527277112007141,0.9657726883888245,1.129601001739502,1.1153122186660767
16,16,0.45604076981544495,,,,,,
17,17,,,0.7759619355201721,0.8533456325531006,0.9817055463790894,1.1354644298553467,1.1153122186660767
17,17,0.4325234293937683,,,,,,
18,18,,,0.7639170289039612,0.8605594038963318,1.019034504890442,1.1493847370147705,1.1153122186660767
18,18,0.41781744360923767,,,,,,
19,19,,,0.754033088684082,0.8761945366859436,1.0623211860656738,1.1781589984893799,1.1153122186660767
19,19,0.42271649837493896,,,,,,
20,20,,,0.7506766319274902,0.8922440409660339,1.0860105752944946,1.2036375999450684,1.1153122186660767
20,20,0.44385361671447754,,,,,,
21,21,,,0.7495684027671814,0.898140549659729,1.0753977298736572,1.2006123065948486,1.1153122186660767
